name,damage_class,type,power,accuracy,pp,priority,target,effect,effect_chance,pokemon,pokemon_count,generation,meta,machines_count,machines
echoed-voice,special,normal,40.0,100.0,15,0,selected-pokemon,"Inflicts regular damage.  If any friendly Pokémon used this move earlier this turn or on the previous turn, that use's power is added to this move's power, to a maximum of 200.",,"bulbasaur, ivysaur, venusaur, charmander, charmeleon, charizard, spearow, fearow, pikachu, raichu, nidoran-f, nidorina, nidoqueen, nidoran-m, nidorino, nidoking, clefairy, clefable, jigglypuff, wigglytuff, diglett, dugtrio, meowth, persian, ponyta, rapidash, slowpoke, slowbro, doduo, dodrio, seel, dewgong, cubone, marowak, chansey, jynx, lapras, eevee, vaporeon, jolteon, flareon, mew, chikorita, bayleef, meganium, sentret, furret, hoothoot, noctowl, pichu, cleffa, igglybuff, togepi, togetic, mareep, flaaffy, ampharos, politoed, espeon, umbreon, slowking, misdreavus, girafarig, phanpy, donphan, smoochum, miltank, blissey, lugia, ho-oh, celebi, torchic, combusken, blaziken, mudkip, marshtomp, swampert, zigzagoon, linoone, lotad, lombre, ludicolo, taillow, swellow, wingull, pelipper, ralts, kirlia, gardevoir, whismur, loudred, exploud, skitty, delcatty, plusle, minun, wailmer, wailord, numel, camerupt, swablu, altaria, chimecho, absol, spheal, sealeo, walrein, rayquaza, piplup, prinplup, empoleon, starly, staravia, staraptor, bidoof, bibarel, kricketune, pachirisu, buizel, floatzel, mismagius, glameow, purugly, chingling, happiny, chatot, togekiss, leafeon, glaceon, gallade, dialga, palkia, giratina-altered, arceus, tepig, pignite, emboar, purrloin, liepard, pidove, tranquill, unfezant, audino, tympole, palpitoad, seismitoad, minccino, cinccino, deerling, sawsbuck, elgyem, beheeyem, cubchoo, beartic, hydreigon, reshiram, zekrom, kyurem, meloetta-aria, fennekin, braixen, delphox, froakie, frogadier, greninja, litleo, pyroar, flabebe, floette, florges, pancham, pangoro, furfrou, espurr, meowstic-male, spritzee, aromatisse, amaura, aurorus, sylveon, noibat, noivern, xerneas, rowlet, dartrix, decidueye, popplio, brionne, primarina, pikipek, trumbeak, toucannon, yungoos, gumshoos, rockruff, lycanroc-midday, comfey, drampa, jangmo-o, hakamo-o, kommo-o, tapu-koko, tapu-lele, tapu-bulu, tapu-fini, nihilego, pheromosa, magearna, marshadow, poipole, naganadel, zeraora, arctozolt, lechonk, oinkologne, tandemaus, maushold, cetoddle, cetitan, giratina-origin, meloetta-pirouette, kyurem-black, kyurem-white, meowstic-female, venusaur-mega, charizard-mega-x, charizard-mega-y, ampharos-mega, blaziken-mega, gardevoir-mega, absol-mega, floette-eternal, swampert-mega, altaria-mega, gallade-mega, audino-mega, slowbro-mega, rayquaza-mega, pikachu-rock-star, pikachu-belle, pikachu-pop-star, pikachu-phd, pikachu-libre, pikachu-cosplay, camerupt-mega, pikachu-original-cap, pikachu-hoenn-cap, pikachu-sinnoh-cap, pikachu-unova-cap, pikachu-kalos-cap, pikachu-alola-cap, raichu-alola, diglett-alola, dugtrio-alola, meowth-alola, persian-alola, golem-alola, marowak-alola, greninja-battle-bond, greninja-ash, gumshoos-totem, lycanroc-midnight, kommo-o-totem, magearna-original, pikachu-partner-cap, marowak-totem, rockruff-own-tempo, lycanroc-dusk, oinkologne-female, maushold-family-of-three",270,generation-v,damage,5,"black-white, black-2-white-2, x-y, omega-ruby-alpha-sapphire, sun-moon, ultra-sun-ultra-moon"
chip-away,physical,normal,70.0,100.0,20,0,selected-pokemon,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.",,"sandshrew, nidoran-f, nidoqueen, nidoran-m, nidoking, krabby, cubone, lickitung, rhyhorn, rhydon, kangaskhan, snorlax, totodile, croconaw, feraligatr, heracross, teddiursa, larvitar, pupitar, tyranitar, slakoth, vigoroth, slaking, makuhita, corphish, cranidos, rampardos, munchlax, lickilicky, rhyperior, timburr, gurdurr, conkeldurr, basculin-red-striped, scraggy, scrafty, druddigon, basculin-blue-striped, kangaskhan-mega, heracross-mega, tyranitar-mega, pikachu-sinnoh-cap, pikachu-kalos-cap, sandshrew-alola",44,generation-v,damage,0,
clear-smog,special,poison,50.0,,15,0,selected-pokemon,Inflicts regular damage.  All of the target's stat modifiers are reset to zero.,,"psyduck, bellsprout, weepinbell, victreebel, gastly, koffing, weezing, horsea, seadra, magmar, slugma, magcargo, kingdra, magby, gulpin, wailmer, torkoal, castform, shellos, drifloon, magmortar, trubbish, garbodor, foongus, amoonguss, litwick, lampent, chandelure, nihilego, charcadet, armarouge, ceruledge, brute-bonnet, munkidori, castform-sunny, castform-rainy, castform-snowy, grimer-alola, weezing-galar",39,generation-v,damage,0,
stored-power,special,psychic,20.0,100.0,10,0,selected-pokemon,"Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×.",,"clefairy, clefable, ninetales, jigglypuff, wigglytuff, alakazam, slowpoke, slowbro, drowzee, hypno, exeggcute, exeggutor, chansey, mr-mime, jynx, eevee, vaporeon, jolteon, flareon, mewtwo, mew, hoothoot, noctowl, cleffa, togepi, togetic, natu, xatu, espeon, umbreon, slowking, misdreavus, girafarig, dunsparce, stantler, smoochum, blissey, ralts, kirlia, gardevoir, meditite, medicham, spoink, grumpig, lunatone, solrock, claydol, chimecho, latias, latios, jirachi, deoxys-normal, drifloon, drifblim, mismagius, chingling, bronzor, bronzong, mime-jr, happiny, spiritomb, togekiss, leafeon, glaceon, gallade, rotom, uxie, mesprit, azelf, cresselia, manaphy, arceus, victini, munna, musharna, woobat, swoobat, sigilyph, gothita, gothorita, gothitelle, solosis, duosion, reuniclus, elgyem, beheeyem, fennekin, braixen, delphox, flabebe, floette, florges, meowstic-male, inkay, malamar, sylveon, klefki, diancie, primarina, ribombee, comfey, oranguru, tapu-koko, tapu-lele, tapu-bulu, tapu-fini, necrozma, magearna, blacephalon, dottler, orbeetle, toxtricity-amped, sinistea, polteageist, hatenna, hattrem, hatterene, mr-rime, milcery, alcremie, indeedee-male, calyrex, wyrdeer, armarouge, ceruledge, rabsca, flittle, espathra, veluza, farigiraf, dudunsparce, scream-tail, flutter-mane, iron-valiant, munkidori, iron-crown, terapagos, deoxys-attack, deoxys-defense, deoxys-speed, rotom-heat, rotom-wash, rotom-frost, rotom-fan, rotom-mow, meowstic-female, gardevoir-mega, latias-mega, latios-mega, gallade-mega, raichu-alola, vulpix-alola, ninetales-alola, exeggutor-alola, magearna-original, necrozma-dusk, necrozma-dawn, necrozma-ultra, ponyta-galar, rapidash-galar, slowpoke-galar, slowbro-galar, mr-mime-galar, articuno-galar, slowking-galar, toxtricity-low-key, indeedee-female, calyrex-ice, calyrex-shadow, braviary-hisui, dudunsparce-three-segment, terapagos-terastal, terapagos-stellar",173,generation-v,damage,2,"sword-shield, scarlet-violet, the-indigo-disk"
quick-guard,status,fighting,,,15,3,users-field,"Moves with priority greater than 0 will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.

This move cannot be selected by assist or metronome.",,"zubat, golbat, machop, hitmonchan, mr-mime, scyther, crobat, aipom, hitmontop, treecko, grovyle, sceptile, taillow, swellow, meditite, zangoose, chimchar, ambipom, riolu, lucario, croagunk, gallade, sawk, scraggy, scrafty, archen, archeops, escavalier, mienfoo, mienshao, pawniard, cobalion, terrakion, virizion, keldeo-ordinary, chespin, quilladin, chesnaught, fletchling, pancham, meowstic-male, hawlucha, lycanroc-midday, passimian, pheromosa, zeraora, nickit, zacian, ceruledge, flamigo, iron-valiant, iron-leaves, iron-boulder, iron-crown, keldeo-resolute, lucario-mega, sceptile-mega, gallade-mega, lycanroc-dusk, farfetchd-galar, zapdos-galar, zigzagoon-galar, zacian-crowned, sneasel-hisui",64,generation-v,field-effect,0,
ally-switch,status,psychic,,,15,2,user,"User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will fail.",,"clefairy, clefable, jigglypuff, wigglytuff, diglett, dugtrio, abra, kadabra, alakazam, ponyta, rapidash, gastly, haunter, gengar, drowzee, hypno, krabby, kingler, chansey, starmie, mr-mime, jynx, porygon, mewtwo, mew, natu, xatu, espeon, slowking, misdreavus, girafarig, forretress, porygon2, tyrogue, blissey, celebi, ralts, kirlia, gardevoir, shedinja, sableye, spoink, grumpig, lunatone, solrock, baltoy, claydol, shuppet, banette, duskull, dusclops, chimecho, metang, metagross, latias, latios, jirachi, deoxys-normal, wormadam-plant, drifloon, drifblim, mismagius, chingling, bronzor, bronzong, mime-jr, spiritomb, magnezone, togekiss, porygon-z, gallade, probopass, dusknoir, froslass, rotom, uxie, mesprit, azelf, cresselia, munna, musharna, zebstrika, woobat, swoobat, audino, yamask, cofagrigus, archen, archeops, gothita, gothorita, gothitelle, solosis, duosion, reuniclus, vanillite, vanillish, vanilluxe, klang, klinklang, elgyem, beheeyem, litwick, lampent, chandelure, mienfoo, mienshao, golett, golurk, meloetta-aria, genesect, braixen, delphox, flabebe, floette, florges, espurr, meowstic-male, spritzee, aromatisse, inkay, malamar, helioptile, heliolisk, hawlucha, dedenne, carbink, phantump, trevenant, pumpkaboo-average, gourgeist-average, diancie, hoopa, cutiefly, ribombee, comfey, oranguru, bruxish, dhelmise, tapu-lele, nihilego, necrozma, naganadel, stakataka, scorbunny, raboot, cinderace, dottler, orbeetle, sinistea, polteageist, mr-rime, runerigus, indeedee-male, drakloak, dragapult, calyrex, sprigatito, armarouge, ceruledge, flittle, greavard, iron-leaves, deoxys-attack, deoxys-defense, deoxys-speed, wormadam-sandy, wormadam-trash, rotom-heat, rotom-wash, rotom-frost, rotom-fan, rotom-mow, meloetta-pirouette, meowstic-female, pumpkaboo-small, pumpkaboo-large, pumpkaboo-super, gourgeist-small, gourgeist-large, gourgeist-super, alakazam-mega, gengar-mega, gardevoir-mega, banette-mega, floette-eternal, latias-mega, latios-mega, sableye-mega, gallade-mega, audino-mega, metagross-mega, hoopa-unbound, raichu-alola, diglett-alola, dugtrio-alola, graveler-alola, golem-alola, marowak-alola, marowak-totem, ribombee-totem, necrozma-dusk, necrozma-dawn, necrozma-ultra, ponyta-galar, rapidash-galar, mr-mime-galar, articuno-galar, yamask-galar, indeedee-female, calyrex-ice, calyrex-shadow",212,generation-v,unique,2,"black-white, black-2-white-2, sword-shield"
scald,special,water,80.0,100.0,15,0,selected-pokemon,Inflicts regular damage.  Has a 30% chance to burn the target.,30.0,"squirtle, wartortle, blastoise, psyduck, golduck, poliwag, poliwhirl, poliwrath, tentacool, tentacruel, slowpoke, slowbro, krabby, kingler, horsea, seadra, goldeen, seaking, staryu, starmie, gyarados, vaporeon, omanyte, omastar, kabuto, kabutops, mew, totodile, croconaw, feraligatr, chinchou, lanturn, marill, azumarill, politoed, wooper, quagsire, slowking, qwilfish, corsola, remoraid, octillery, mantine, kingdra, raikou, suicune, mudkip, marshtomp, swampert, lotad, lombre, ludicolo, wingull, pelipper, surskit, masquerain, azurill, carvanha, sharpedo, wailmer, wailord, barboach, whiscash, corphish, crawdaunt, feebas, milotic, castform, clamperl, huntail, gorebyss, relicanth, luvdisc, kyogre, piplup, prinplup, empoleon, bibarel, buizel, floatzel, shellos, gastrodon, finneon, lumineon, mantyke, phione, manaphy, emboar, oshawott, dewott, samurott, panpour, simipour, tympole, palpitoad, seismitoad, basculin-red-striped, tirtouga, carracosta, ducklett, swanna, frillish, jellicent, alomomola, stunfisk, keldeo-ordinary, froakie, frogadier, greninja, binacle, barbaracle, skrelp, dragalge, clauncher, clawitzer, goodra, volcanion, popplio, brionne, primarina, crabrawler, crabominable, wishiwashi-solo, mareanie, toxapex, dewpider, araquanid, wimpod, golisopod, bruxish, tapu-fini, inteleon, drednaw, carkol, coalossal, cramorant, arrokuda, barraskewda, sizzlipede, centiskorch, cursola, pincurchin, dracovish, drakloak, dragapult, walking-wake, poltchageist, sinistcha, castform-sunny, castform-rainy, castform-snowy, basculin-blue-striped, keldeo-resolute, blastoise-mega, gyarados-mega, swampert-mega, sharpedo-mega, slowbro-mega, kyogre-primal, greninja-battle-bond, greninja-ash, wishiwashi-school, araquanid-totem, slowpoke-galar, slowbro-galar, slowking-galar, corsola-galar, stunfisk-galar, cramorant-gulping, cramorant-gorging, urshifu-rapid-strike",171,generation-v,damage+ailment,11,"lets-go-pikachu-lets-go-eevee, black-white, black-2-white-2, x-y, omega-ruby-alpha-sapphire, sun-moon, ultra-sun-ultra-moon, sword-shield, brilliant-diamond-and-shining-pearl, scarlet-violet, the-teal-mask, the-indigo-disk"
shell-smash,status,normal,,,15,0,user,"Raises the user's Attack, Special Attack, and Speed by two stages each.  Lowers the user's Defense and Special Defense by one stage each.",,"squirtle, wartortle, blastoise, shellder, cloyster, omanyte, omastar, shuckle, magcargo, torkoal, clamperl, huntail, gorebyss, turtwig, grotle, torterra, dwebble, crustle, tirtouga, carracosta, binacle, barbaracle, minior-red-meteor, turtonator, chewtle, sinistea, polteageist, minior-orange-meteor, minior-yellow-meteor, minior-green-meteor, minior-blue-meteor, minior-indigo-meteor, minior-violet-meteor, minior-red, minior-orange, minior-yellow, minior-green, minior-blue, minior-indigo, minior-violet",40,generation-v,unique,0,
heal-pulse,status,psychic,,,10,0,selected-pokemon,Heals the target for half its max HP.,,"clefairy, clefable, slowpoke, slowbro, chansey, chikorita, bayleef, meganium, cleffa, igglybuff, slowking, blissey, ralts, kirlia, gardevoir, chimecho, luvdisc, latias, latios, cherubi, lucario, gallade, audino, gothita, alomomola, aromatisse, clawitzer, xerneas, tapu-fini, hatenna, hattrem, hatterene, calyrex, gardevoir-mega, lucario-mega, latias-mega, latios-mega, gallade-mega, audino-mega, slowbro-mega, ponyta-galar, rapidash-galar, slowpoke-galar, slowbro-galar, slowking-galar, indeedee-female, calyrex-ice, calyrex-shadow",48,generation-v,heal,0,
hex,special,ghost,65.0,100.0,10,0,selected-pokemon,"Inflicts regular damage.  If the target has a major status ailment, this move has double power.",,"nidoqueen, nidoking, vulpix, ninetales, tentacool, tentacruel, grimer, muk, gastly, haunter, gengar, hypno, mewtwo, mew, typhlosion, spinarak, ariados, crobat, murkrow, misdreavus, dunsparce, qwilfish, shiftry, shedinja, sableye, baltoy, claydol, castform, shuppet, banette, duskull, dusclops, absol, snorunt, glalie, vespiquen, drifloon, drifblim, mismagius, honchkrow, stunky, skuntank, bronzor, bronzong, spiritomb, gallade, dusknoir, froslass, rotom, giratina-altered, darkrai, arceus, venipede, whirlipede, scolipede, yamask, cofagrigus, zorua, zoroark, amoonguss, frillish, jellicent, eelektross, litwick, lampent, chandelure, golett, golurk, delphox, phantump, trevenant, pumpkaboo-average, gourgeist-average, decidueye, toxapex, sandygast, palossand, mimikyu-disguised, dhelmise, lunala, nihilego, marshadow, naganadel, toxtricity-amped, sinistea, polteageist, cursola, runerigus, pincurchin, drakloak, dragapult, spectrier, basculegion-male, skeledirge, ceruledge, bramblin, brambleghast, toedscool, toedscruel, espathra, greavard, houndstone, dudunsparce, brute-bonnet, flutter-mane, gimmighoul, gholdengo, wo-chien, chien-pao, ting-lu, chi-yu, iron-valiant, poltchageist, sinistcha, munkidori, fezandipiti, pecharunt, giratina-origin, rotom-heat, rotom-wash, rotom-frost, rotom-fan, rotom-mow, castform-sunny, castform-rainy, castform-snowy, pumpkaboo-small, pumpkaboo-large, pumpkaboo-super, gourgeist-small, gourgeist-large, gourgeist-super, gengar-mega, banette-mega, absol-mega, vulpix-alola, ninetales-alola, grimer-alola, muk-alola, marowak-alola, mimikyu-busted, marowak-totem, moltres-galar, slowking-galar, corsola-galar, yamask-galar, toxtricity-low-key, calyrex-shadow, typhlosion-hisui, qwilfish-hisui, zorua-hisui, zoroark-hisui, basculegion-female, dudunsparce-three-segment, gimmighoul-roaming",155,generation-v,damage,2,"sword-shield, scarlet-violet, the-indigo-disk"
sky-drop,physical,flying,60.0,100.0,10,0,selected-pokemon,"Inflicts regular damage.  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and ending the effect.

If the target is flying-type, this move will function as normal but inflict no damage.

gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind can hit both the user and the target during this effect.  gust and twister will additionally have double power.

The damage from hail and sandstorm still applies during this effect.

Either Pokémon may be hit during this effect if also under the effect of lock on, mind reader, or no guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep talk.

*Bug*: If gravity is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely.  As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it.",,"charizard, aerodactyl, articuno, zapdos, moltres, dragonite, mew, skarmory, lugia, ho-oh, pelipper, rayquaza, rufflet, braviary, tornadus-incarnate, thundurus-incarnate, hawlucha, yveltal, vikavolt, tapu-koko, lunala, naganadel, tornadus-therian, thundurus-therian, charizard-mega-x, charizard-mega-y, aerodactyl-mega, rayquaza-mega, vikavolt-totem",29,generation-v,damage,5,"black-white, black-2-white-2, x-y, omega-ruby-alpha-sapphire, sun-moon, ultra-sun-ultra-moon"
shift-gear,status,steel,,,10,0,user,Raises the user's Attack by one stage and its Speed by two stages.,,"klink, klang, klinklang, magearna, toxtricity-amped, revavroom, cyclizar, magearna-original",8,generation-v,net-good-stats,0,
circle-throw,physical,fighting,60.0,90.0,10,-6,selected-pokemon,"Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",,"poliwrath, kangaskhan, whismur, buneary, riolu, throh, pancham, pangoro, clobbopus, tarountula, spidops, kangaskhan-mega",12,generation-v,damage,0,
incinerate,special,fire,60.0,100.0,15,0,all-opponents,"Inflicts regular damage.  If the target is holding a berry, it's destroyed and cannot be used in response to this move.",,"charmander, charmeleon, charizard, nidoqueen, nidoking, clefairy, clefable, vulpix, ninetales, jigglypuff, wigglytuff, growlithe, arcanine, machop, machoke, machamp, geodude, graveler, golem, ponyta, rapidash, slowpoke, slowbro, grimer, muk, cubone, marowak, lickitung, koffing, weezing, rhyhorn, rhydon, chansey, kangaskhan, magmar, tauros, gyarados, flareon, aerodactyl, snorlax, moltres, dratini, dragonair, dragonite, mewtwo, mew, cyndaquil, quilava, typhlosion, cleffa, igglybuff, togepi, togetic, slowking, dunsparce, snubbull, granbull, slugma, magcargo, remoraid, octillery, houndour, houndoom, magby, blissey, entei, tyranitar, ho-oh, torchic, combusken, blaziken, poochyena, mightyena, slakoth, vigoroth, slaking, whismur, loudred, exploud, sableye, mawile, aggron, numel, camerupt, torkoal, flygon, altaria, zangoose, solrock, castform, kecleon, absol, bagon, shelgon, salamence, groudon, rayquaza, chimchar, monferno, infernape, cranidos, rampardos, shieldon, bastiodon, honchkrow, stunky, skuntank, happiny, gible, gabite, garchomp, munchlax, lickilicky, rhyperior, magmortar, togekiss, azelf, dialga, palkia, heatran, darkrai, arceus, victini, tepig, pignite, emboar, pansear, simisear, audino, sandile, krokorok, krookodile, darumaka, darmanitan-standard, scraggy, scrafty, zorua, zoroark, litwick, lampent, chandelure, axew, fraxure, haxorus, druddigon, vullaby, mandibuzz, heatmor, deino, zweilous, hydreigon, larvesta, volcarona, tornadus-incarnate, thundurus-incarnate, reshiram, fennekin, braixen, delphox, fletchinder, talonflame, litleo, pyroar, goodra, pumpkaboo-average, gourgeist-average, volcanion, salandit, salazzle, turtonator, blacephalon, rolycoly, carkol, coalossal, fuecoco, crocalor, skeledirge, charcadet, armarouge, ceruledge, chi-yu, roaring-moon, gouging-fire, castform-sunny, castform-rainy, castform-snowy, darmanitan-zen, tornadus-therian, thundurus-therian, pumpkaboo-small, pumpkaboo-large, pumpkaboo-super, gourgeist-small, gourgeist-large, gourgeist-super, charizard-mega-x, charizard-mega-y, kangaskhan-mega, gyarados-mega, aerodactyl-mega, mewtwo-mega-x, mewtwo-mega-y, houndoom-mega, tyranitar-mega, blaziken-mega, mawile-mega, aggron-mega, absol-mega, garchomp-mega, sableye-mega, altaria-mega, audino-mega, slowbro-mega, groudon-primal, rayquaza-mega, camerupt-mega, salamence-mega, darumaka-galar",218,generation-v,damage,3,"black-white, black-2-white-2, x-y, omega-ruby-alpha-sapphire"
